,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-4740532350684079805,2335028422423709400,8565115980515859979,8298709454703868984,-5678159351655490918,-5.186907810852517e+17
-4738242186452730534,-4412848927260591416,6236312923258954569,-1447641181396994093,-6875247493073242590,-6.23310439329591e+17
-4726309075125105018,9178250635927683,1851975995406778464,4786732753690611738,6999813113145211708,-5.679515279292214e+18
-4718837078135183000,4894833130708450490,7263689301643675785,7631327570702153011,3598164602856140626,-3.6202516186701583e+18
-4709710373442563586,6634206168889468590,7303676031229268527,885269153482673496,6908884359295619150,3.399073250354436e+18
-4707863452603278075,2639926854188906104,-3832772858396854546,-5823763419123575797,-1669098707776725430,6.180979718957142e+18
-4704033845097735448,8685746777792503843,-6878119266243511199,-5024561776910686117,-2181071289972835602,-6.566328419164842e+18
-4700714777342103147,-3622715112759104312,5111115201913219115,-2440547657721869309,4544213501105457932,8.968837261991914e+18
-4698104907897418459,8898031730873390440,2388097612905924826,784265334245910688,4633013345375349272,7.277161137091493e+18
-4673604375671208816,7138108653908662095,7401798504722165526,-3387298624573211014,8017849534314729144,1.0598743965776979e+18
-4673235524420943843,-23817016428727099,2668385070649954934,-1165347641456093580,-3548152957882579401,-8.259953995965151e+18
-4668565519400205181,972258375127367383,-2715495584815099454,-2184022689343185012,1485652648052127324,-4.640750981890093e+18
-4662020648308370136,-5405021817466310759,5834671664627894569,-3718969219417182449,-8980834789053459155,7.828019124127586e+18
-4657414671719964025,1971653634364577968,-3488100191290830083,-3037091822980174821,7127997889533450554,-1.3837788230738117e+18
-4655195825208522542,5947470908330062710,2474876390020567211,-5314778455998444995,-4575943417765899041,3.884256359744616e+18
-4640750981890093183,4037478513037442964,6868454399455433725,5135371516547401748,-2184022689343185012,-2.7154955848150994e+18
-4625438649010928449,-271938775771328391,-8497895589300643949,-8669770849634489893,-3102652803014865472,-4.507929853521435e+18
-4615575698508618335,8754824745136110042,4303142677581479651,-720777800522871309,7569814035922103969,-6.510151088126868e+18
-4615179238096674750,1061238072586805321,-3125361793069842594,-9222795471790223670,-3169423801125605259,2.947843229055217e+18
-4613284400780388067,-3619568065513202846,-3978716320611299242,-5610593914683957297,7520301770873472812,-4.66202064830837e+18
-4612605965384710183,4904775878165401439,-7977868424702448788,-1734960446580993454,335910242745901755,5.545306236636748e+18
-4608017393995766765,4333668738649701866,2051327203770554158,1117455951802655890,967143806332397325,6.54155198436829e+18
-4600611344822394376,-7051470020148066326,-844797936291539016,65053321054180411,7498047411414226273,7.555106864392724e+18
-4582216289807398227,6638782839540370044,348632682812866328,-5154395767417065070,7986490214699943896,4.916417766268745e+18
-4575943417765899041,-4575943417765899041,2474876390020567211,3884256359744615997,5947470908330062710,8.181531374206668e+18
-4571929941432664145,-3718969219417182449,8433131156569129937,8295457724580096419,7828019124127586556,5.834671664627894e+18
-4570752586662989981,-4570752586662989981,-5009578843275173733,6484776051882277624,4109618890343020064,-7.673844339521298e+18
-4562218760600603086,-1926525896637230556,-7862677531530632089,2760023027553835473,8685746777792503843,6.521856301289868e+18
-4561077506184283336,-519908173368613957,2006478190737700267,7414965642940222121,5313335392004163852,1.0381187007852421e+18
-4552546534914807304,6094778865705471594,-7613994611628693820,-282629989972409543,-6468782714472551646,-4.866987227632888e+18
-4550355627706401135,-860751600992244121,-5491334714953807444,6527704900182256036,-8123488152283046553,2.886532484516179e+17
-4541461982704074404,786135087362634258,9122627895188486603,-3964583697784528168,-6192959589652486637,-3.170855186954139e+18
-4531029390350541169,-6510151088126868601,-1706114177222872702,4303142677581479651,7251252752220327534,-1.7379372770550367e+18
-4524355549457527387,7216750853471801538,2824996248683640175,-4748027149000767298,5745373608367143062,1.3313568271630292e+18
-4509487968959834430,-3832772858396854546,-1669098707776725430,2639926854188906104,-6858665134018491791,5.165953265902526e+18
-4507929853521434970,-1178371721262103855,1618055575277164008,-48842168049882829,-659411840002799494,-1.45270240688646e+18
-4505450219733822767,8969476626572775042,7965539599896143226,-43795168179752761,5688279681867464747,-3.170855186954139e+18
-4503975842879662368,-555187669877280641,-4738242186452730534,-5954724412982705962,-3201623914150480647,-6.54678705005258e+18
-4487024160266973763,-3875881534863988868,3541770362851368020,7421641564256558176,6040574489860277999,2.4094377632687203e+17
-4485188959476061019,-7796858148829878756,1662917027785920354,-5181489804915739633,9151634133568930081,-6.370509157278789e+17
-4483059513836093676,7342707578347442862,9122627895188486603,621816023396605502,-6380034335041404646,-9.08695508245379e+18
-4475938295812802739,2871648046424590878,4894833130708450490,-7876497512693688413,5979676385148714519,-4.5759434177658993e+18
-4469492210394109129,4460664691673874476,5772565485432112058,-749116597676471759,-4977928818612291634,-2.2618458400765524e+18
-4463029741564307314,-6999287066519531005,-5017021199558167721,4555339116751579515,-1630229587164086350,6.868454399455434e+18
-4460374799273064357,-8202212195240926680,5518462222339671372,6850500272809381909,7510090557616166004,-2.1781001333499727e+18
-4458371007893120981,9056727675613132316,-3059841990815099417,-8193923078932592165,3706563147339457456,6.52415708893914e+18
-4451918963121780798,-8520302351158933500,-1802980374508081539,7420742904084384944,-8009994379436553252,9.128267824356973e+18
-4434534460030275781,-9216926795620865886,5162508842577612756,-969155230116728853,7521700660190108859,6.059546463839993e+18
-4414039190127558142,4671890082953295903,-8025433077701076525,4866620033136147586,5293701842202310496,-7.460730861097275e+17
-4412848927260591416,-4738242186452730534,2051327203770554158,8057379878708189245,1117455951802655890,-3.854488592949786e+18
-4399400419562742528,-5762305367413370284,-2826566343807132236,-1868297195590431285,-1804728901674946596,1.4313515282070863e+18
-4386371945374980231,-873780453963615794,8461560915246826477,-8343581376353287618,-1565401790888834000,3.4557439830244256e+16
-4374331682165863764,-2081760549863309770,-4186591400427142356,2731915238980099593,-8449536481786923901,4.0127709275043866e+18
-4358357193736101128,-2405892683303291957,-8863047175241170722,-1165347641456093580,-2097626568191556277,-5.204755921272353e+18
-4351117979148287331,-4351117979148287331,8076265166566225141,7986490214699943896,9028580484484026894,-5.025556998520985e+18
-4338308747999225618,-8141818108252244664,4139191914110236238,7255021292858609470,6152652267138213180,-8.615957592921856e+18
-4336877432539963613,3380406830501456504,5680566822246004912,626121253933491500,-3723217532224917485,4.0451644540944174e+18
-4336355219396419841,-3405516291669853723,-5573840044320724169,8038154459609789205,2847365042071859088,8.946250624470221e+18
-4333957157636611418,-9152398073968262186,-5470166294767187597,7511744555558105059,-9040419159428373932,7.359386552064323e+18
-4333056764244640444,5299613310913826266,-3864069617285644895,1107739178195154647,-7539387928750597096,1.23393589884214e+18
-4320251915347436672,-1383778823073811714,8872925201254666834,-3488100191290830083,-5691384416070374740,4.751741894255718e+18
-4318248821095057296,-2555801390963402198,288653248451617914,8962537427807366481,5787934590133549357,4.563606877148407e+18
-4316394955033262743,1487738553913510703,8545647269051113523,54678605145828343,162771765556771108,7.555106864392724e+18
-4309525417316029305,7926736692763443624,-769212572760644334,-5231736210378596444,-4948717594596229869,5.473340184873041e+18
-4303046765246718776,-9103776596534246502,-3854488592949785912,1117455951802655890,-340541651592032197,6.54155198436829e+18
-4295420427690447901,-7447329442374055391,-7766518409111702133,5380540855517464621,8200662919796009914,-2.1397393772932124e+18
-4293262855938209141,5827857898404399503,7569814035922103969,1362723651715193305,-1737937277055036780,-6.510151088126868e+18
-4280604324733069853,-4608017393995766765,-2896441888220202695,2081512200574495983,-8885776096632729273,-4.095842175692098e+18
-4278025512576376201,8160885002406274828,-4248528062574538011,-5521549171704079872,-3265730906936163775,2.719909253419802e+18
-4270702541777554377,8340838192486391835,-3820497466351868775,-6858240061363309239,-1737937277055036780,7.569814035922104e+18
-4265002939801511319,8870251820986769829,-8418620743404378592,7059601745558171892,-7152753999571084411,8.844011188151157e+18
-4262964715347041233,-1737937277055036780,3465127447598546258,7569814035922103969,-7454907763335725103,1.3627236517151933e+18
-4248528062574538011,-4248528062574538011,-5521549171704079872,8160885002406274828,-1596335233529956315,-7.82621333736245e+18
-4239579488204604851,4895396506368139469,885269153482673496,7203367456821804602,7303676031229268527,6.908884359295619e+18
-4233809085822159066,3399073250354435892,7203367456821804602,7303676031229268527,885269153482673496,6.908884359295619e+18
-4233177915193302509,6615662748793536194,-6484638837208285334,-1463025432902754108,3149164017776669829,3.155118717275463e+18
-4231142613423804992,-2375266175756882986,-2213320166727371491,5658615529969625284,-6171950598721418038,-2.477364558321256e+18
-4228415104574264137,-5331421579623797776,-9002191823887486987,8527071648070448758,5082053563644129584,8.742078838645537e+18
-4218676349553328084,-1306208577536428610,895442114569096829,881166463209244600,1024145536490998555,-6.644783190271299e+18
-4216050818952952471,-6820241302436968068,5640834597379907148,-4944551138301474550,6352416307575007029,2.0486575522510607e+18
-4205603734017049464,-1511619461666295654,5473340184873040894,-4948717594596229869,5701873751630396950,4.64418461326986e+18
-4205346868684833897,6658257247913756761,65053321054180411,7454130161726657097,201515581783532281,1.5445509839181417e+18
-4201751526335049119,8869347744613364434,5333141914314968598,-3790313320969344469,9213260650272029784,-5.257244885628286e+18
-4195851681734441295,8243193415815549463,4037478513037442964,-2715495584815099454,8628621643938810986,-4.640750981890093e+18
-4194520495766350572,3473173479782472081,7804826445069770894,-3968102273907750828,-8686523832043452855,-1.8522349535499154e+18
-4187268503708157132,1433951803438448289,8219310215587599928,-456574518348806233,8381798621267347902,-7.356135999773525e+18
-4186591400427142356,4012770927504386801,-8449536481786923901,2668307045795933565,-8689461307495241608,2.7319152389800996e+18
-4163754746025598258,5439554346835640135,4988225165850707692,-6772450850499951060,3608243634452078989,-7.565625515044904e+18
-4158297476631283435,711995695898078056,-1693609914930807886,-5689187996536546877,-5150441845583002912,4.916417766268745e+18
-4145260601063545880,-793729620925729327,-4831310174172854034,8115033558441775155,-3040610224044779845,1.0219466281051736e+18
-4138575697540914268,-6625273991455881177,216869981229779312,363798057559041921,-5976464170927897250,8.1693515629242e+18
-4133169317019898816,5424502143558028097,-6308850935767965758,-8992803137960175254,-587747935064273401,7.06274573791005e+18
-4132331404553626868,-2923886912694084893,-4767439283620384185,-3102446808559723934,7434270606888620096,3.3804068305014564e+18
-4130193294870737688,2296515698565489277,-70211258489242437,-2252459228396350242,4807410384082534048,4.668172927098914e+18
-4127059794203205931,2623290164732957912,5237574390644778994,8836508987743809103,1058405970043104639,-7.959318068735027e+18
-4126288159365354498,-2871288807409592,7510090557616166004,1459131257418324496,2731915238980099593,4.563006651994273e+18
-4110991218639855802,910894669274456978,-8762137947059829459,-6858240061363309239,-2410328180964789831,6.93254759428322e+18
-4110354420726924665,-8445686000003509032,5274322067107287523,8084284001249507595,9222265156747237864,1.58600400040588e+18
-4102297002729307038,6868454399455433725,2435024834845042614,-6546787050052580484,5640834597379907148,-1.4379520394419996e+18
-4095842175692097942,4563606877148407012,-39485845307123560,1999466695269209462,-6792965795755857419,8.174678078757706e+17
-4089455027188314262,8181531374206668183,-4575943417765899041,5947470908330062710,-5314778455998444995,3.884256359744616e+18
-4086521633840243549,8622597251681699865,3467834993860080188,-7805090055463938263,-817129654810180675,1.0026730456009569e+18
-4084394822880420062,-7518373517401484139,-8954346068661072425,-6654470039478316910,3367026768872537336,8.115033558441775e+18
-4070929606295451361,-7685837606421530296,7973573994178035769,-3368357500455466403,8789407896263306493,2.121807307434668e+18
